Gene ID	Gene Name	SRR12951211	SRR12951212	SRR12951213	SRR12951214	SRR12951215	SRR12951216	SRR12951217	SRR12951218	SRR12951219	SRR12951220	SRR12951221	SRR12951222	SRR12951223	SRR12951224	SRR12951225	SRR12951226	SRR12951227	SRR12951228	SRR12951229
ENSG00000251427	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251429	AIDAP2	50	0	4	0	0	0	0	1	21	46	44	37	20	61	90	31	21	25	25
ENSG00000251430	MTCO3P27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251431	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251432	LINC02615	24	0	0	0	0	2	0	0	5	16	21	20	28	26	88	34	45	15	17
ENSG00000251433	CCNHP1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
ENSG00000251434	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251435	C1GALT1P2	3	1	7	3	0	1	0	3	2	6	3	4	15	3	7	24	14	7	3
ENSG00000251436	NUP58P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251437	NDUFS5P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251438	NA	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000251439	KRTAP4-17P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251440	STMN1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251441	RTEL1P1	18	0	6	0	0	0	4	1	0	0	4	19	18	2	36	20	6	12	10
ENSG00000251442	LINC01094	24	0	10	0	6	0	0	0	6	32	5	7	12	7	20	5	5	25	8
ENSG00000251443	LINC02160	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1
ENSG00000251445	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000251446	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251447	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251448	NA	1	0	0	0	4	0	0	0	1	19	6	0	0	0	1	0	0	0	0
ENSG00000251449	MTND1P19	0	0	0	0	4	0	0	0	0	0	1	3	8	7	6	14	0	6	3
ENSG00000251450	RASGRF2-AS1	10	0	0	0	0	0	0	0	5	0	0	2	4	2	3	3	4	0	1
ENSG00000251451	GTF2IP9	0	0	6	0	0	0	0	0	3	2	9	0	1	4	3	2	2	0	1
ENSG00000251452	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000251453	HAUS1P1	2	3	2	0	3	0	2	1	3	7	3	5	6	3	9	8	1	4	1
ENSG00000251454	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251455	NA	26	37	3	199	0	0	0	31	3	37	12	30	31	28	23	27	21	30	38
ENSG00000251456	NA	17	8	17	2	2	0	0	0	31	34	91	67	33	41	79	58	63	64	50
ENSG00000251458	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251459	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000251460	NA	0	0	13	0	6	0	0	0	0	10	2	0	5	0	0	3	1	1	4
ENSG00000251461	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251463	FKBP4P1	1	0	0	0	0	0	131	0	0	0	6	17	13	2	38	23	23	1	9
ENSG00000251464	RPL7L1P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251467	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	1	9	0	1	0	2
ENSG00000251468	NA	117	10	0	0	0	0	0	30	37	26	53	48	66	83	69	69	17	47	50
ENSG00000251470	ASNSP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251471	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251473	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251474	RPL32P3	115	22	19	18	18	1	2	172	70	113	99	113	144	88	214	113	162	160	119
ENSG00000251476	MTCO1P31	5	0	27	1	0	0	0	0	8	23	32	30	37	9	18	25	3	4	21
ENSG00000251477	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000251478	NA	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000251482	AKIRIN2P1	9	2	0	0	0	0	0	0	12	0	4	4	9	0	12	11	3	3	4
ENSG00000251483	LYPLA1P2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000251484	NA	0	0	0	2	0	0	0	0	0	0	0	1	0	0	4	2	0	0	0
ENSG00000251485	NRBF2P6	1	0	0	0	44	0	0	0	0	0	0	0	0	0	9	1	0	2	0
ENSG00000251487	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000251488	NA	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251489	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251490	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251491	OR7E28P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251492	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251493	FOXD1	0	0	0	0	0	5	0	0	0	3	1	1	0	21	3	2	4	2	0
ENSG00000251495	PPIAP11	2	0	6	0	0	1	0	1	1	9	9	5	0	9	3	8	1	2	2
ENSG00000251497	PITPNM2-AS1	11	0	0	0	0	0	0	25	1	3	6	5	5	4	10	6	18	9	10
ENSG00000251498	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251501	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251503	CENPS-CORT	2	211	0	0	0	0	0	0	32	0	2	8	3	6	3	6	2	2	4
ENSG00000251504	LINC01099	0	0	1	0	0	0	0	0	0	8	0	0	4	1	0	0	0	0	0
ENSG00000251506	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251508	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251510	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251511	NA	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000251513	LIX1-AS1	5	0	2	0	1	0	0	0	0	3	2	14	7	3	7	6	0	0	8
ENSG00000251515	CCDC11P1	2	0	0	0	0	0	0	0	0	0	0	4	2	3	0	3	0	0	0
ENSG00000251516	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000251517	NA	0	12	0	0	0	11	0	0	0	13	0	17	0	0	0	2	0	0	0
ENSG00000251518	LINC02110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251520	NA	2	0	0	0	0	0	0	0	0	0	3	1	5	2	3	1	0	2	3
ENSG00000251521	IMPA1P1	3	1	0	0	0	0	0	0	0	2	8	8	3	7	2	5	4	14	0
ENSG00000251523	NA	0	0	9	0	1	0	0	0	0	2	4	7	2	1	6	0	0	12	1
ENSG00000251525	TCP11X3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251526	LINC02435	0	0	0	0	0	0	0	0	0	0	3	2	0	0	10	8	1	0	2
ENSG00000251527	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251529	NA	0	3	0	0	0	0	0	0	0	0	0	4	2	37	3	2	2	0	0
ENSG00000251532	NA	0	0	0	0	31	0	0	0	0	0	0	0	2	0	2	1	0	5	0
ENSG00000251533	LINC00605	0	0	0	0	0	0	7	0	0	0	0	2	7	0	1	3	0	0	1
ENSG00000251535	NA	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	5	2	0	0
ENSG00000251536	NA	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	2	16	21	13
ENSG00000251537	NA	7	2	6	0	355	0	0	4	13	4	7	4	5	0	5	9	0	1	1
ENSG00000251538	LINC02201	5	0	0	0	0	0	0	0	0	0	6	1	0	0	1	5	10	5	0
ENSG00000251539	SNX18P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251542	LINC01957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251543	LINC02230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251544	MTND5P12	8	0	7	1	0	1	9	17	1	1	2	1	4	2	3	56	3	14	21
ENSG00000251545	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251546	IGKV1D-39	19	14	41	0	0	25	0	14	13	53	81	53	81	1	36	37	10	24	36
ENSG00000251548	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251549	NA	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000251550	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000251552	COQ10BP2	5	0	27	2	0	0	1	0	0	11	8	17	15	14	48	45	13	17	8
ENSG00000251553	DDX18P4	5	0	0	5	2	1	0	1	2	2	4	0	1	2	4	3	1	4	3
ENSG00000251555	NA	2	0	1	4	1	14	0	0	1	0	7	2	2	1	12	4	0	9	2
ENSG00000251556	NA	6	1	0	0	0	0	0	10	4	20	3	6	7	3	9	9	15	5	7
ENSG00000251557	HNRNPKP3	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	1
ENSG00000251562	MALAT1	318020	202670	282798	288304	406690	200199	122189	661795	286478	232932	296198	333041	349230	201158	535936	375327	406103	342408	282267
ENSG00000251563	IARS2P1	7	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0
ENSG00000251566	HMGB1P35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251567	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251568	ALG3P1	63	3	0	7	5	0	0	19	0	4	40	6	42	60	39	52	49	8	30
ENSG00000251569	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251571	DDX3P3	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
ENSG00000251572	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251573	LINC02106	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1
ENSG00000251574	NA	1	0	0	0	0	0	0	0	2	0	8	0	6	0	4	0	16	0	0
ENSG00000251575	C5orf64-AS1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0
ENSG00000251576	LINC01267	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	2	0	0	0
ENSG00000251577	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000251578	TRBV21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000251579	NA	13	0	0	0	4	0	0	1	13	12	16	23	7	16	17	11	4	20	12
ENSG00000251580	LINC02482	13	9	16	0	7	36	0	9	18	24	23	7	4	21	37	46	21	14	16
ENSG00000251583	MFFP2	1	1	6	0	3	0	0	0	1	2	1	1	1	0	2	0	2	0	4
ENSG00000251584	NA	16	0	0	0	0	0	0	0	0	5	25	38	23	28	24	19	16	20	5
ENSG00000251585	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000251586	TET2-AS1	49	13	7	18	23	0	28	1	21	71	35	72	104	49	79	85	61	55	55
ENSG00000251587	LDHAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251588	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251590	NIFKP7	19	14	0	0	0	0	0	0	3	3	11	2	4	2	0	17	1	0	3
ENSG00000251591	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251593	MSNP1	34	5	48	51	15	0	5	45	6	15	21	17	11	9	26	19	29	28	15
ENSG00000251595	ABCA11P	73	1	47	127	109	37	14	121	75	58	105	89	166	60	149	115	107	109	27
ENSG00000251596	HADHAP1	28	2	7	6	3	10	0	8	21	11	15	29	9	16	20	17	14	19	9
ENSG00000251597	RPL37P25	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251598	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000251599	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0
ENSG00000251600	NA	14	0	34	3	5	20	1	0	22	3	38	7	24	49	42	27	41	12	9
ENSG00000251601	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251602	NA	5	12	31	9	0	1	1	0	6	4	8	5	12	27	15	19	7	2	22
ENSG00000251603	NA	26	20	18	0	3	52	0	11	11	16	80	85	51	51	48	59	50	30	53
ENSG00000251604	LINC01385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251605	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251608	OR12D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251609	SETP12	25	12	3	1	0	0	10	1	25	12	34	14	29	6	20	19	21	5	12
ENSG00000251610	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000251611	FAM160A1-DT	2	0	0	0	0	0	0	12	0	3	3	8	1	3	7	14	1	7	3
ENSG00000251613	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251614	HSPA8P19	25	0	6	2	1	0	0	2	14	11	8	21	19	53	20	20	25	24	14
ENSG00000251615	NA	260	3	324	20	32	4	116	40	264	213	123	111	77	73	216	114	181	203	62
ENSG00000251616	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000251618	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251619	LINC02508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000251620	STPG2-AS1	1	8	11	0	0	0	0	0	0	1	1	0	7	0	6	4	0	0	2
ENSG00000251621	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251623	FAM153B	0	0	0	0	0	0	0	0	23	16	2	4	0	0	4	1	0	0	0
ENSG00000251624	UNC93B7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251627	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251629	LINC02241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251630	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251632	LINC02172	1	0	4	0	0	0	0	0	8	35	3	2	0	1	3	1	0	0	2
ENSG00000251633	GYG1P1	1	0	2	2	9	0	0	1	1	2	0	1	0	0	2	0	0	1	0
ENSG00000251634	NAIPP4	4	2	20	3	80	5	0	0	3	48	21	16	32	35	29	46	30	30	33
ENSG00000251635	LINC02278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251636	LINC01218	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000251637	LINC02754	69	8	46	2	0	3	12	1	21	14	55	65	96	453	86	100	100	16	46
ENSG00000251638	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251639	NA	4	0	0	0	0	0	0	0	0	0	7	5	0	1	3	7	1	0	12
ENSG00000251642	NA	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000251643	NA	4	0	0	0	0	0	0	0	0	5	30	10	0	5	2	3	0	7	0
ENSG00000251644	HPRT1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251647	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251648	NA	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	1	0	0
ENSG00000251649	LINC02379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251652	NA	0	0	1	0	0	0	0	1	1	0	12	3	6	1	9	6	2	8	1
ENSG00000251654	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000251655	PRB1	1	2	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0
ENSG00000251656	PRELID3BP5	0	0	0	0	0	0	0	0	0	0	1	5	3	1	5	3	0	0	2
ENSG00000251660	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251661	NA	13	0	1	0	12	4	0	0	10	6	21	7	9	10	12	19	9	7	4
ENSG00000251663	SUMO2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251664	PCDHA12	0	0	3	0	0	0	0	0	7	0	1	3	9	1	7	5	2	4	0
ENSG00000251665	NA	3	68	0	0	1	0	0	14	14	0	0	2	23	1	2	4	18	0	1
ENSG00000251666	ZNF346-IT1	11	1	47	16	2	0	0	5	13	5	2	10	16	9	17	7	19	6	7
ENSG00000251667	BRCC3P1	27	14	4	3	3	0	9	7	6	7	13	22	44	22	48	35	23	20	52
ENSG00000251668	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251669	FAM86EP	27	0	54	8	0	0	17	5	14	12	12	33	40	9	21	30	25	24	26
ENSG00000251670	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251675	NA	10	0	0	0	0	0	0	0	7	1	2	22	5	0	10	20	6	6	8
ENSG00000251676	SNHG27	0	0	0	0	0	0	0	0	0	0	1	2	0	0	6	0	0	0	0
ENSG00000251678	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251679	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251680	NA	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	1	10	0
ENSG00000251682	NA	189	17	2	1	9	0	0	3	24	43	55	121	74	23	146	98	65	120	74
ENSG00000251685	UGT2B27P	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0
ENSG00000251686	OR10J8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251687	NA	14	8	13	13	0	0	0	0	45	16	51	18	28	14	31	25	8	14	14
ENSG00000251688	LINC02507	0	0	0	0	0	0	0	0	2	1	0	0	3	0	1	2	2	1	1
ENSG00000251689	NA	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000251691	NA	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
ENSG00000251692	PTX4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000251694	USP17L9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251697	RN7SKP24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251698	RNA5SP445	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	1	3	0
ENSG00000251702	RNU6-857P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251703	RNU6-998P	6	0	1	3	0	0	0	1	0	0	4	2	2	6	4	3	2	12	3
ENSG00000251704	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251705	RNA5-8SP6	1	2	3	3	11	3	31	24	0	2	2	0	0	3	0	0	0	2	1
ENSG00000251706	RNU7-61P	1	0	0	0	0	0	0	0	0	1	0	3	0	2	2	0	0	0	4
ENSG00000251707	RNU7-37P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251711	RNU6-632P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251712	RNU7-20P	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
ENSG00000251714	RN7SKP67	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0
ENSG00000251715	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251717	RNA5SP419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251718	RNU2-13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251719	RNU6-408P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251720	RNU7-123P	0	0	23	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0
ENSG00000251722	RNU5E-3P	3	0	3	0	4	0	0	0	0	17	6	2	8	2	9	3	11	3	2
ENSG00000251724	RNU7-175P	2	0	0	0	0	0	0	0	3	6	0	0	0	0	3	1	1	0	0
ENSG00000251726	RNU7-41P	14	1	2	13	5	1	0	3	6	12	10	7	28	7	6	11	5	13	9
ENSG00000251727	RNU6-488P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251728	Y_RNA	21	2	2	11	0	8	0	7	5	13	11	22	43	12	28	9	5	5	4
ENSG00000251729	RNA5SP401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251730	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000251732	RN7SKP122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251733	SCARNA8	1	0	2	0	0	1	0	0	3	3	2	0	0	0	6	1	0	0	2
ENSG00000251735	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251739	RNU6-1053P	146	0	6	13	45	67	21	95	230	72	73	60	137	70	46	128	125	82	212
ENSG00000251741	RNU4ATAC13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251742	RN7SKP13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251744	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251745	RNU7-124P	0	0	0	1	0	0	0	0	0	10	4	3	0	0	1	1	1	0	0
ENSG00000251746	RNA5SP112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251747	RNU7-60P	0	0	0	2	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0
ENSG00000251748	RNU4ATAC11P	35	5	60	23	69	0	0	0	27	22	52	30	16	5	37	28	19	18	31
ENSG00000251750	RNU5F-8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251751	RN7SKP46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251752	RNU4-29P	1	0	1	0	0	0	0	0	2	1	0	1	6	20	8	3	0	0	1
ENSG00000251753	RNU6-75P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251754	RNU6-999P	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0
ENSG00000251756	RNA5SP385	6	49	0	12	0	0	0	2	0	0	4	4	0	4	2	2	2	2	2
ENSG00000251757	RNU6-848P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251759	RN7SKP298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251760	RNA5SP418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251761	RNU6-138P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251763	RNU6-470P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251764	RNA5SP446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251766	RNA5SP518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251767	RNU7-8P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	6	0	0
ENSG00000251768	RNA5SP217	29	5	73	18	28	0	0	183	32	22	60	71	87	68	107	118	103	58	88
ENSG00000251770	RNA5SP486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251773	RNU6-1129P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000251774	RNU6-377P	30	9	23	42	41	228	0	23	21	46	34	42	47	22	17	55	53	44	33
ENSG00000251775	NA	4	0	0	0	0	0	0	0	3	0	2	6	5	3	12	12	2	2	4
ENSG00000251776	RN7SKP242	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0
ENSG00000251778	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251779	Y_RNA	3	0	0	0	1	0	0	0	0	0	3	5	0	1	1	0	0	0	0
ENSG00000251781	RNA5SP356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251783	RNU6-1170P	2	0	0	0	0	2	0	0	1	5	0	6	2	0	2	1	2	0	6
ENSG00000251785	RNA5SP20	1	0	15	0	1	0	0	2	7	6	8	2	3	0	5	3	0	1	0
ENSG00000251787	RNU7-47P	5	0	1	84	0	0	0	0	0	1	0	0	0	0	4	4	3	0	1
ENSG00000251788	RNU5A-7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000251789	RNU4-57P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251791	SCARNA6	9	20	14	19	3	21	21	12	26	18	18	15	11	8	8	4	1	13	3
ENSG00000251792	Y_RNA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1
ENSG00000251794	RNU6-237P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000251796	SNORA70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251798	RNU6-863P	1	0	0	1	0	4	0	0	0	0	1	0	3	0	0	0	0	0	0
ENSG00000251799	Y_RNA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000251802	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251803	Y_RNA	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000251804	RNU6-1294P	6	0	8	0	0	0	0	22	0	0	2	5	10	9	1	3	3	3	7
